name,url,id_restaurant
Le Vitis Bar,https://www.tripadvisor.fr/Restaurant_Review-g187265-d17478446-Reviews-Le_Vitis_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,810
Piment & Citronnelle,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1974266-Reviews-Piment_Citronnelle-Lyon_Rhone_Auvergne_Rhone_Alpes.html,811
La Mangue Amère,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1331948-Reviews-La_Mangue_Amere-Lyon_Rhone_Auvergne_Rhone_Alpes.html,812
L Bar Food & Drink,https://www.tripadvisor.fr/Restaurant_Review-g187265-d21362329-Reviews-L_Bar_Food_Drink-Lyon_Rhone_Auvergne_Rhone_Alpes.html,813
In Cuisine,https://www.tripadvisor.fr/Restaurant_Review-g187265-d7366612-Reviews-In_Cuisine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,814
You Cocktail Bar,https://www.tripadvisor.fr/Restaurant_Review-g187265-d27425767-Reviews-You_Cocktail_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,815
Stella d'Oro,https://www.tripadvisor.fr/Restaurant_Review-g187265-d2371102-Reviews-Stella_d_Oro-Lyon_Rhone_Auvergne_Rhone_Alpes.html,816
MAORI,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1327661-Reviews-MAORI-Lyon_Rhone_Auvergne_Rhone_Alpes.html,817
Coupés-Coupés France,https://www.tripadvisor.fr/Restaurant_Review-g187265-d27113166-Reviews-Coupes_Coupes_France-Lyon_Rhone_Auvergne_Rhone_Alpes.html,818
Mob Hotel Lyon - Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12787513-Reviews-Mob_Hotel-Lyon_Rhone_Auvergne_Rhone_Alpes.html,819
Mercredi Biscuiterie,https://www.tripadvisor.fr/Restaurant_Review-g187265-d15206581-Reviews-Mercredi_Biscuiterie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,820
Domeva Caffe,https://www.tripadvisor.fr/Restaurant_Review-g187265-d2492813-Reviews-Domeva_Caffe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,821
Pizza Lina,https://www.tripadvisor.fr/Restaurant_Review-g187265-d4100952-Reviews-Pizza_Lina-Lyon_Rhone_Auvergne_Rhone_Alpes.html,822
Le Panier Du Chef,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1571515-Reviews-Le_Panier_Du_Chef-Lyon_Rhone_Auvergne_Rhone_Alpes.html,823
Ciao Nonna Part Dieu,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23983554-Reviews-Ciao_Nonna_Part_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,824
L'Amuse Bouche,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5800018-Reviews-L_Amuse_Bouche-Lyon_Rhone_Auvergne_Rhone_Alpes.html,825
Le Napolitain Grange Blanche,https://www.tripadvisor.fr/Restaurant_Review-g187265-d17353887-Reviews-Le_Napolitain_Grange_Blanche-Lyon_Rhone_Auvergne_Rhone_Alpes.html,826
Zibibbo Ristorante,https://www.tripadvisor.fr/Restaurant_Review-g187265-d17424786-Reviews-Zibibbo_Ristorante-Lyon_Rhone_Auvergne_Rhone_Alpes.html,827
L'Accent,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12930001-Reviews-L_Accent-Lyon_Rhone_Auvergne_Rhone_Alpes.html,828
Le Limonadier,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1309067-Reviews-Le_Limonadier-Lyon_Rhone_Auvergne_Rhone_Alpes.html,829
Le 10 Cour,https://www.tripadvisor.fr/Restaurant_Review-g187265-d14062303-Reviews-Le_10_Cour-Lyon_Rhone_Auvergne_Rhone_Alpes.html,830
Casareccio,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5865672-Reviews-Casareccio-Lyon_Rhone_Auvergne_Rhone_Alpes.html,831
Ma Cuisine Marocaine,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12453841-Reviews-Ma_Cuisine_Marocaine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,832
Les Bons Copains De Raphael,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23891034-Reviews-Les_Bons_Copains_De_Raphael-Lyon_Rhone_Auvergne_Rhone_Alpes.html,833
Basilic & Co Lyon (Lafayette),https://www.tripadvisor.fr/Restaurant_Review-g187265-d25443061-Reviews-Basilic_Co_Lyon_Lafayette-Lyon_Rhone_Auvergne_Rhone_Alpes.html,834
Ferdinand,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23531432-Reviews-Ferdinand-Lyon_Rhone_Auvergne_Rhone_Alpes.html,835
Modulo,https://www.tripadvisor.fr/Restaurant_Review-g187265-d17418238-Reviews-Modulo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,836
Bikube Lyon - Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187265-d28100759-Reviews-Bikube_Lyon_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,837
Astral,https://www.tripadvisor.fr/Restaurant_Review-g187265-d30226586-Reviews-Astral-Lyon_Rhone_Auvergne_Rhone_Alpes.html,838
Les Raffs,https://www.tripadvisor.fr/Restaurant_Review-g187265-d28196048-Reviews-Les_Raffs-Lyon_Rhone_Auvergne_Rhone_Alpes.html,839
La Passerelle,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1332170-Reviews-La_Passerelle-Lyon_Rhone_Auvergne_Rhone_Alpes.html,840
27 Madeleine,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12208182-Reviews-27_Madeleine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,841
Le Lafayette,https://www.tripadvisor.fr/Restaurant_Review-g187265-d4582792-Reviews-Le_Lafayette-Lyon_Rhone_Auvergne_Rhone_Alpes.html,842
D.D Sushi,https://www.tripadvisor.fr/Restaurant_Review-g187265-d8796900-Reviews-D_D_Sushi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,843
Neroliva,https://www.tripadvisor.fr/Restaurant_Review-g187265-d2291276-Reviews-Neroliva-Lyon_Rhone_Auvergne_Rhone_Alpes.html,844
Bar des Champs,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1966428-Reviews-Bar_des_Champs-Lyon_Rhone_Auvergne_Rhone_Alpes.html,845
Les Carnets D'Edouard Le Bistrot,https://www.tripadvisor.fr/Restaurant_Review-g187265-d11810082-Reviews-Les_Carnets_D_Edouard_Le_Bistrot-Lyon_Rhone_Auvergne_Rhone_Alpes.html,846
Bar le Sherrington,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5890760-Reviews-Bar_le_Sherrington-Lyon_Rhone_Auvergne_Rhone_Alpes.html,847
Restaurant L'emeraude,https://www.tripadvisor.fr/Restaurant_Review-g187265-d25037397-Reviews-Restaurant_L_emeraude-Lyon_Rhone_Auvergne_Rhone_Alpes.html,848
Frite Alors !,https://www.tripadvisor.fr/Restaurant_Review-g187265-d3737524-Reviews-Frite_Alors-Lyon_Rhone_Auvergne_Rhone_Alpes.html,849
Livestation DIY,https://www.tripadvisor.fr/Restaurant_Review-g187265-d4697363-Reviews-Livestation_DIY-Lyon_Rhone_Auvergne_Rhone_Alpes.html,850
Botani Café,https://www.tripadvisor.fr/Restaurant_Review-g187265-d25164305-Reviews-Botani_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,851
Soda Bar,https://www.tripadvisor.fr/Restaurant_Review-g187265-d7234081-Reviews-Soda_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,852
L'alibi,https://www.tripadvisor.fr/Restaurant_Review-g187265-d27127201-Reviews-L_alibi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,853
Jungle Café,https://www.tripadvisor.fr/Restaurant_Review-g187265-d17350304-Reviews-Jungle_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,854
Bao Haus Lyon,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23740971-Reviews-Bao_Haus_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,855
L'Artisan Cuisinier,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1230067-Reviews-L_Artisan_Cuisinier-Lyon_Rhone_Auvergne_Rhone_Alpes.html,856
La Planche à Partager,https://www.tripadvisor.fr/Restaurant_Review-g187265-d20048028-Reviews-La_Planche_a_Partager-Lyon_Rhone_Auvergne_Rhone_Alpes.html,857
Au Rendez-vous des Amis,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1569743-Reviews-Au_Rendez_Vous_des_Amis-Lyon_Rhone_Auvergne_Rhone_Alpes.html,858
Le Ballon,https://www.tripadvisor.fr/Restaurant_Review-g187265-d2437771-Reviews-Le_Ballon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,859
Bistrot Saint Pierre,https://www.tripadvisor.fr/Restaurant_Review-g187265-d27690363-Reviews-Bistrot_Saint_Pierre-Lyon_Rhone_Auvergne_Rhone_Alpes.html,860
Coeur D'artichaut,https://www.tripadvisor.fr/Restaurant_Review-g187265-d7814139-Reviews-Coeur_D_artichaut-Lyon_Rhone_Auvergne_Rhone_Alpes.html,861
La Scène Brasserie,https://www.tripadvisor.fr/Restaurant_Review-g187265-d15843389-Reviews-La_Scene_Brasserie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,862
Nakata Restaurant Japonais,https://www.tripadvisor.fr/Restaurant_Review-g187265-d6924574-Reviews-Nakata_Restaurant_Japonais-Lyon_Rhone_Auvergne_Rhone_Alpes.html,863
ConfluTime,https://www.tripadvisor.fr/Restaurant_Review-g187265-d17363120-Reviews-ConfluTime-Lyon_Rhone_Auvergne_Rhone_Alpes.html,864
Suelta Restaurant & Mojito Bar,https://www.tripadvisor.fr/Restaurant_Review-g187265-d4104911-Reviews-Suelta_Californian_Restaurant_Mojito_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,865
Tibone et Dorade,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12322303-Reviews-Tibone_et_Dorade-Lyon_Rhone_Auvergne_Rhone_Alpes.html,866
La Patrie Restaurant Brasserie,https://www.tripadvisor.fr/Restaurant_Review-g187265-d2457347-Reviews-La_Patrie_Restaurant_Brasserie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,867
Bikube Lyon - Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187265-d28100759-Reviews-Bikube_Lyon_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,868
Le Café des Anges,https://www.tripadvisor.fr/Restaurant_Review-g187265-d3387771-Reviews-Le_Cafe_des_Anges-Lyon_Rhone_Auvergne_Rhone_Alpes.html,869
DOMA,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5799090-Reviews-DOMA-Lyon_Rhone_Auvergne_Rhone_Alpes.html,870
Komé Izakaya,https://www.tripadvisor.fr/Restaurant_Review-g187265-d7113315-Reviews-Kome_Izakaya-Lyon_Rhone_Auvergne_Rhone_Alpes.html,871
Le Paradis Du Fruit,https://www.tripadvisor.fr/Restaurant_Review-g187265-d8581585-Reviews-Le_Paradis_Du_Fruit-Lyon_Rhone_Auvergne_Rhone_Alpes.html,872
Jeannine et Suzanne - Café Gourmet,https://www.tripadvisor.fr/Restaurant_Review-g187265-d9747705-Reviews-Jeannine_et_Suzanne_Cafe_gourmet-Lyon_Rhone_Auvergne_Rhone_Alpes.html,873
Accords Gourmands,https://www.tripadvisor.fr/Restaurant_Review-g187265-d14406979-Reviews-Accords_Gourmands-Lyon_Rhone_Auvergne_Rhone_Alpes.html,874
Malva,https://www.tripadvisor.fr/Restaurant_Review-g187265-d26724227-Reviews-Malva-Lyon_Rhone_Auvergne_Rhone_Alpes.html,875
Café Edmond,https://www.tripadvisor.fr/Restaurant_Review-g187265-d16643585-Reviews-Cafe_Edmond-Lyon_Rhone_Auvergne_Rhone_Alpes.html,876
L'Atenium,https://www.tripadvisor.fr/Restaurant_Review-g187265-d10836721-Reviews-L_Atenium-Lyon_Rhone_Auvergne_Rhone_Alpes.html,877
Beau & Bún,https://www.tripadvisor.fr/Restaurant_Review-g187265-d22832939-Reviews-Beau_Bun-Lyon_Rhone_Auvergne_Rhone_Alpes.html,878
Bar de l'industrie,https://www.tripadvisor.fr/Restaurant_Review-g187265-d3184506-Reviews-Bar_de_l_industrie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,879
La Piazzetta,https://www.tripadvisor.fr/Restaurant_Review-g187265-d17522811-Reviews-La_Piazzetta-Lyon_Rhone_Auvergne_Rhone_Alpes.html,880
Chez Coco,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23644668-Reviews-Chez_Coco-Lyon_Rhone_Auvergne_Rhone_Alpes.html,881
Pizzeria Il Fico,https://www.tripadvisor.fr/Restaurant_Review-g187265-d8002122-Reviews-Pizzeria_Il_Fico-Lyon_Rhone_Auvergne_Rhone_Alpes.html,882
Litani mezza bar,https://www.tripadvisor.fr/Restaurant_Review-g187265-d26681114-Reviews-Litani_mezza_bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,883
Trattoria Célestins,https://www.tripadvisor.fr/Restaurant_Review-g187265-d14903496-Reviews-Trattoria_Celestins-Lyon_Rhone_Auvergne_Rhone_Alpes.html,884
Elephant and Castle,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5824306-Reviews-Elephant_and_Castle-Lyon_Rhone_Auvergne_Rhone_Alpes.html,885
Milano,https://www.tripadvisor.fr/Restaurant_Review-g187265-d25028720-Reviews-Milano-Lyon_Rhone_Auvergne_Rhone_Alpes.html,886
Les Salons D'anthouard,https://www.tripadvisor.fr/Restaurant_Review-g187265-d19890117-Reviews-Les_Salons_D_anthouard-Lyon_Rhone_Auvergne_Rhone_Alpes.html,887
Snack Brasil,https://www.tripadvisor.fr/Restaurant_Review-g187265-d20983015-Reviews-Snack_Brasil-Lyon_Rhone_Auvergne_Rhone_Alpes.html,888
Nikko,https://www.tripadvisor.fr/Restaurant_Review-g187265-d3450560-Reviews-Nikko-Lyon_Rhone_Auvergne_Rhone_Alpes.html,889
Prana,https://www.tripadvisor.fr/Restaurant_Review-g187265-d21269630-Reviews-Prana-Lyon_Rhone_Auvergne_Rhone_Alpes.html,890
Les Enfants du Paradis,https://www.tripadvisor.fr/Restaurant_Review-g187265-d4338976-Reviews-Les_Enfants_du_Paradis-Lyon_Rhone_Auvergne_Rhone_Alpes.html,891
Le 21 sur vin,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5797582-Reviews-Le_21_sur_vin-Lyon_Rhone_Auvergne_Rhone_Alpes.html,892
Les Chaises Vertes,https://www.tripadvisor.fr/Restaurant_Review-g187265-d8766180-Reviews-Les_Chaises_Vertes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,893
Le Comptoir de la Confluence,https://www.tripadvisor.fr/Restaurant_Review-g187265-d8015911-Reviews-Le_Comptoir_de_la_Confluence-Lyon_Rhone_Auvergne_Rhone_Alpes.html,894
Le Paradis Du Fruit,https://www.tripadvisor.fr/Restaurant_Review-g187265-d24800839-Reviews-Le_Paradis_Du_Fruit-Lyon_Rhone_Auvergne_Rhone_Alpes.html,895
La Criée,https://www.tripadvisor.fr/Restaurant_Review-g187265-d3452836-Reviews-La_Criee-Lyon_Rhone_Auvergne_Rhone_Alpes.html,896
Le Restaurant (Hôtel-restaurant Campanile Part-Dieu),https://www.tripadvisor.fr/Restaurant_Review-g187265-d4164736-Reviews-Campanile-Lyon_Rhone_Auvergne_Rhone_Alpes.html,897
Shifumii,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23238643-Reviews-Shifumii-Lyon_Rhone_Auvergne_Rhone_Alpes.html,898
Bikube Lyon - Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187265-d28100759-Reviews-Bikube_Lyon_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,899
Fromagerie Saint Jean,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23910776-Reviews-Fromagerie_Saint_Jean-Lyon_Rhone_Auvergne_Rhone_Alpes.html,900
Taggat Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187265-d25379561-Reviews-Restaurant_Taggat-Lyon_Rhone_Auvergne_Rhone_Alpes.html,901
Pho 69,https://www.tripadvisor.fr/Restaurant_Review-g187265-d10757866-Reviews-Pho_69-Lyon_Rhone_Auvergne_Rhone_Alpes.html,902
Barabaar,https://www.tripadvisor.fr/Restaurant_Review-g187265-d16813550-Reviews-Barabaar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,903
Coco Lyon,https://www.tripadvisor.fr/Restaurant_Review-g187265-d26355989-Reviews-Coco_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,904
Le Monde d'Angkor,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1239594-Reviews-Le_Monde_d_Angkor-Lyon_Rhone_Auvergne_Rhone_Alpes.html,905
Koh Phangan,https://www.tripadvisor.fr/Restaurant_Review-g187265-d13747965-Reviews-Koh_Phangan-Lyon_Rhone_Auvergne_Rhone_Alpes.html,906
Bisous Trattoria,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23373986-Reviews-Bisous_Trattoria-Lyon_Rhone_Auvergne_Rhone_Alpes.html,907
Ninkasi Gorge de Loup,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12006700-Reviews-Ninkasi_Gorge_de_Loup-Lyon_Rhone_Auvergne_Rhone_Alpes.html,908
Giraudet,https://www.tripadvisor.fr/Restaurant_Review-g187265-d3958986-Reviews-Giraudet_Lyon_Bellecour-Lyon_Rhone_Auvergne_Rhone_Alpes.html,909
La Luz,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1222294-Reviews-La_Luz-Lyon_Rhone_Auvergne_Rhone_Alpes.html,910
Restaurant L'Autre Monde,https://www.tripadvisor.fr/Restaurant_Review-g187265-d13279636-Reviews-Restaurant_L_Autre_Monde-Lyon_Rhone_Auvergne_Rhone_Alpes.html,911
Pell Mell,https://www.tripadvisor.fr/Restaurant_Review-g187265-d2010469-Reviews-Pell_Mell-Lyon_Rhone_Auvergne_Rhone_Alpes.html,912
La Belle Equipe,https://www.tripadvisor.fr/Restaurant_Review-g187265-d20301610-Reviews-La_Belle_Equipe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,913
Les Domaines Qui Montent,https://www.tripadvisor.fr/Restaurant_Review-g187265-d3254282-Reviews-Les_Domaines_Qui_Montent-Lyon_Rhone_Auvergne_Rhone_Alpes.html,914
Farfalla Caffe,https://www.tripadvisor.fr/Restaurant_Review-g187265-d2445627-Reviews-Farfalla_Caffe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,915
Le Martini,https://www.tripadvisor.fr/Restaurant_Review-g187265-d10056182-Reviews-Brasserie_Le_Martini-Lyon_Rhone_Auvergne_Rhone_Alpes.html,916
La Table De Jp,https://www.tripadvisor.fr/Restaurant_Review-g187265-d8505131-Reviews-La_Table_De_Jp-Lyon_Rhone_Auvergne_Rhone_Alpes.html,917
Lumen,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12323070-Reviews-Lumen-Lyon_Rhone_Auvergne_Rhone_Alpes.html,918
La Galicia,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23982049-Reviews-La_Galicia-Lyon_Rhone_Auvergne_Rhone_Alpes.html,919
Le Corner,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23673131-Reviews-Le_Corner-Lyon_Rhone_Auvergne_Rhone_Alpes.html,920
Le Broc'Bar,https://www.tripadvisor.fr/Restaurant_Review-g187265-d6761486-Reviews-Le_Broc_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,921
405 Bar à bières,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5897334-Reviews-405_Bar_a_bieres-Lyon_Rhone_Auvergne_Rhone_Alpes.html,922
"Yka, Bar & Ceviche",https://www.tripadvisor.fr/Restaurant_Review-g187265-d19600795-Reviews-Yka_Bar_Ceviche-Lyon_Rhone_Auvergne_Rhone_Alpes.html,923
Lal Qila,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1322240-Reviews-Lalqila-Lyon_Rhone_Auvergne_Rhone_Alpes.html,924
Okawa,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1145414-Reviews-Okawa-Lyon_Rhone_Auvergne_Rhone_Alpes.html,925
Restaurant Alyssaar Syrien,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1328185-Reviews-Restaurant_Alyssaar_Syrien-Lyon_Rhone_Auvergne_Rhone_Alpes.html,926
Le Bouchon de la Bourse,https://www.tripadvisor.fr/Restaurant_Review-g187265-d11953104-Reviews-Le_Bouchon_de_la_Bourse-Lyon_Rhone_Auvergne_Rhone_Alpes.html,927
Fav,https://www.tripadvisor.fr/Restaurant_Review-g187265-d16904413-Reviews-Fav-Lyon_Rhone_Auvergne_Rhone_Alpes.html,928
Matsuri Lyon Vaise,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1478393-Reviews-Matsuri_Lyon_Vaise-Lyon_Rhone_Auvergne_Rhone_Alpes.html,929
Bikube Lyon - Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187265-d28100759-Reviews-Bikube_Lyon_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,930
Fluxus,https://www.tripadvisor.fr/Restaurant_Review-g187265-d19253959-Reviews-Fluxus-Lyon_Rhone_Auvergne_Rhone_Alpes.html,931
Rascal,https://www.tripadvisor.fr/Restaurant_Review-g187265-d27980909-Reviews-Rascal-Lyon_Rhone_Auvergne_Rhone_Alpes.html,932
Sept Epices,https://www.tripadvisor.fr/Restaurant_Review-g187265-d8862744-Reviews-Sept_Epices-Lyon_Rhone_Auvergne_Rhone_Alpes.html,933
Nataly's Café,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5894020-Reviews-Nataly_s_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,934
Esperanto,https://www.tripadvisor.fr/Restaurant_Review-g187265-d25323226-Reviews-ESPERANTO_Bar_a_Tapas-Lyon_Rhone_Auvergne_Rhone_Alpes.html,935
La Cave Café Terroir,https://www.tripadvisor.fr/Restaurant_Review-g187265-d15094721-Reviews-La_Cave_Cafe_Terroir-Lyon_Rhone_Auvergne_Rhone_Alpes.html,936
Bistrot City Lyon Part Dieu,https://www.tripadvisor.fr/Restaurant_Review-g187265-d15273307-Reviews-Bistrot_City_Lyon_Part_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,937
Xiao Chi,https://www.tripadvisor.fr/Restaurant_Review-g187265-d13384714-Reviews-Xiao_Chi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,938
Chang Thaï,https://www.tripadvisor.fr/Restaurant_Review-g187265-d13558286-Reviews-Chang_Thai-Lyon_Rhone_Auvergne_Rhone_Alpes.html,939
Papillonnes,https://www.tripadvisor.fr/Restaurant_Review-g187265-d26857466-Reviews-Papillonnes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,940
Mumbai Café,https://www.tripadvisor.fr/Restaurant_Review-g187265-d10522932-Reviews-Mumbai_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,941
Pasta!,https://www.tripadvisor.fr/Restaurant_Review-g187265-d25163932-Reviews-PASTA-Lyon_Rhone_Auvergne_Rhone_Alpes.html,942
Les Fleurs du Malt - La Mise en Bière,https://www.tripadvisor.fr/Restaurant_Review-g187265-d4993512-Reviews-Les_Fleurs_du_Malt_La_Mise_en_Biere-Lyon_Rhone_Auvergne_Rhone_Alpes.html,943
La Salle à Manger,https://www.tripadvisor.fr/Restaurant_Review-g187265-d6853092-Reviews-La_Salle_A_Manger-Lyon_Rhone_Auvergne_Rhone_Alpes.html,944
L'Institution,https://www.tripadvisor.fr/Restaurant_Review-g187265-d3484479-Reviews-L_Institution-Lyon_Rhone_Auvergne_Rhone_Alpes.html,945
Chez Marcelle Et Daniel,https://www.tripadvisor.fr/Restaurant_Review-g187265-d10505142-Reviews-Chez_Marcelle_Et_Daniel-Lyon_Rhone_Auvergne_Rhone_Alpes.html,946
Bistrot Jaillet,https://www.tripadvisor.fr/Restaurant_Review-g187265-d23755020-Reviews-Bistrot_Jaillet-Lyon_Rhone_Auvergne_Rhone_Alpes.html,947
La Vida Loca Lyon,https://www.tripadvisor.fr/Restaurant_Review-g187265-d14000667-Reviews-La_Vida_Loca_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,948
En toute simplicité,https://www.tripadvisor.fr/Restaurant_Review-g187265-d15582558-Reviews-En_toute_simplicite-Lyon_Rhone_Auvergne_Rhone_Alpes.html,949
Le Vietnam,https://www.tripadvisor.fr/Restaurant_Review-g187265-d6207975-Reviews-Le_Vietnam-Lyon_Rhone_Auvergne_Rhone_Alpes.html,950
Flandin,https://www.tripadvisor.fr/Restaurant_Review-g187265-d11702319-Reviews-Flandin-Lyon_Rhone_Auvergne_Rhone_Alpes.html,951
Nano Trattoria Lyon VI,https://www.tripadvisor.fr/Restaurant_Review-g187265-d25266784-Reviews-Nano_Trattoria_Lyon_VI-Lyon_Rhone_Auvergne_Rhone_Alpes.html,952
Calle Latino,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5957282-Reviews-Calle_Latino-Lyon_Rhone_Auvergne_Rhone_Alpes.html,953
Le Fils Du Boucher,https://www.tripadvisor.fr/Restaurant_Review-g187265-d10717426-Reviews-Le_Fils_Du_Boucher-Lyon_Rhone_Auvergne_Rhone_Alpes.html,954
Le Conde,https://www.tripadvisor.fr/Restaurant_Review-g187265-d1332616-Reviews-Le_Conde-Lyon_Rhone_Auvergne_Rhone_Alpes.html,955
Restaurant gastronomique TETEDOIE,https://www.tripadvisor.fr/Restaurant_Review-g187265-d21042643-Reviews-Restaurant_gastronomique_TETEDOIE-Lyon_Rhone_Auvergne_Rhone_Alpes.html,956
Big Easy - Cocktail Bar & Tapas,https://www.tripadvisor.fr/Restaurant_Review-g187265-d24838079-Reviews-Big_Easy_Cocktail_Bar_Tapas-Lyon_Rhone_Auvergne_Rhone_Alpes.html,957
Malting-Pot,https://www.tripadvisor.fr/Restaurant_Review-g187265-d10304444-Reviews-Malting_Pot-Lyon_Rhone_Auvergne_Rhone_Alpes.html,958
Au Coq En Pâte,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12384283-Reviews-Au_Coq_En_Pate-Lyon_Rhone_Auvergne_Rhone_Alpes.html,959
New Delhi Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187265-d816667-Reviews-New_Delhi_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,960
Bikube Lyon - Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187265-d28100759-Reviews-Bikube_Lyon_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,961
Ani,https://www.tripadvisor.fr/Restaurant_Review-g187265-d12326748-Reviews-Ani-Lyon_Rhone_Auvergne_Rhone_Alpes.html,962
Les Garcons Bouchers,https://www.tripadvisor.fr/Restaurant_Review-g187265-d5890549-Reviews-Les_Garcons_Bouchers-Lyon_Rhone_Auvergne_Rhone_Alpes.html,963
Wallace,https://www.tripadvisor.fr/Restaurant_Review-g187265-d880985-Reviews-Wallace-Lyon_Rhone_Auvergne_Rhone_Alpes.html,964
La Case À Huîtres,https://www.tripadvisor.fr/Restaurant_Review-g187265-d24994160-Reviews-La_Case_A_Huitres-Lyon_Rhone_Auvergne_Rhone_Alpes.html,965
Bistrot Brotteaux,https://www.tripadvisor.fr/Restaurant_Review-g187265-d24995921-Reviews-Bistrot_Brotteaux-Lyon_Rhone_Auvergne_Rhone_Alpes.html,966
Comptoir Sauvage,https://www.tripadvisor.fr/Restaurant_Review-g187265-d15756678-Reviews-Comptoir_Sauvage-Lyon_Rhone_Auvergne_Rhone_Alpes.html,967
